LinearShuntCompensator cap2 n611 C _B2D1F8E7-90DF-4773-8703-549946B9DEC9 _4133D734-968F-462B-9433-F3F3C2C20130
LinearShuntCompensator cap1 n675 A _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 B _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 C _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
PowerTransformer RatioTapChanger Reg 2 rg60 A _6D2E888E-3BEA-4AEA-B3AC-A91D4CAC55A6 _CDC5C099-5058-42AD-981F-57DD5F5D2655
PowerElectronicsConnection BatteryUnit DER_675_c_18 DER_675_c_18 tlx_675_c_h_18 s1 _F2306A05-DC78-4423-97DC-4E1A1AD6173E _36F5F6CA-0234-46CC-8F84-F5924D1EAB5E
PowerElectronicsConnection BatteryUnit DER_675_c_18 DER_675_c_18 tlx_675_c_h_18 s2 _F2306A05-DC78-4423-97DC-4E1A1AD6173E _36F5F6CA-0234-46CC-8F84-F5924D1EAB5E
PowerElectronicsConnection BatteryUnit DER_675_c_19 DER_675_c_19 tlx_675_c_h_19 SoC _411F22B3-BA53-441A-A0F5-BD007AB35397 _1A65010D-E721-448D-9EC1-9A77C72E9DE3
PowerElectronicsConnection BatteryUnit DER_675_c_19 DER_675_c_19 tlx_675_c_h_19 s1 _411F22B3-BA53-441A-A0F5-BD007AB35397 _1A65010D-E721-448D-9EC1-9A77C72E9DE3
PowerElectronicsConnection BatteryUnit DER_675_c_19 DER_675_c_19 tlx_675_c_h_19 s2 _411F22B3-BA53-441A-A0F5-BD007AB35397 _1A65010D-E721-448D-9EC1-9A77C72E9DE3
PowerElectronicsConnection BatteryUnit DER_675_c_2 DER_675_c_2 tlx_675_c_h_2 SoC _BC89843B-8684-4B9F-B8C6-E9044E37E236 _9F58A459-C538-43F1-B1AC-F940CC7CBCAE
PowerElectronicsConnection BatteryUnit DER_675_c_2 DER_675_c_2 tlx_675_c_h_2 s1 _BC89843B-8684-4B9F-B8C6-E9044E37E236 _9F58A459-C538-43F1-B1AC-F940CC7CBCAE
PowerElectronicsConnection BatteryUnit DER_675_c_2 DER_675_c_2 tlx_675_c_h_2 s2 _BC89843B-8684-4B9F-B8C6-E9044E37E236 _9F58A459-C538-43F1-B1AC-F940CC7CBCAE
PowerElectronicsConnection BatteryUnit DER_675_c_20 DER_675_c_20 tlx_675_c_h_20 SoC _FB854596-5497-45E7-BB30-CAA6D43F7E50 _E991708B-D2BC-44AE-BBE7-F5625376D4B7
PowerElectronicsConnection BatteryUnit DER_675_c_20 DER_675_c_20 tlx_675_c_h_20 s1 _FB854596-5497-45E7-BB30-CAA6D43F7E50 _E991708B-D2BC-44AE-BBE7-F5625376D4B7
PowerElectronicsConnection BatteryUnit DER_675_c_20 DER_675_c_20 tlx_675_c_h_20 s2 _FB854596-5497-45E7-BB30-CAA6D43F7E50 _E991708B-D2BC-44AE-BBE7-F5625376D4B7
PowerElectronicsConnection BatteryUnit DER_675_c_21 DER_675_c_21 tlx_675_c_h_21 SoC _C942C9F2-7F85-4F72-9AA0-3B912A07D0FD _D9A44A36-4BCA-47CA-9993-A4FF57E6E9FF
PowerElectronicsConnection BatteryUnit DER_675_c_21 DER_675_c_21 tlx_675_c_h_21 s1 _C942C9F2-7F85-4F72-9AA0-3B912A07D0FD _D9A44A36-4BCA-47CA-9993-A4FF57E6E9FF
PowerElectronicsConnection BatteryUnit DER_675_c_21 DER_675_c_21 tlx_675_c_h_21 s2 _C942C9F2-7F85-4F72-9AA0-3B912A07D0FD _D9A44A36-4BCA-47CA-9993-A4FF57E6E9FF
PowerElectronicsConnection BatteryUnit DER_675_c_22 DER_675_c_22 tlx_675_c_h_22 SoC _5371F512-F3DD-492E-B0A5-06B0021504B0 _25329957-B5FC-411D-BE8B-0A464F80DCAA
PowerElectronicsConnection BatteryUnit DER_675_c_22 DER_675_c_22 tlx_675_c_h_22 s1 _5371F512-F3DD-492E-B0A5-06B0021504B0 _25329957-B5FC-411D-BE8B-0A464F80DCAA
PowerElectronicsConnection BatteryUnit DER_675_c_22 DER_675_c_22 tlx_675_c_h_22 s2 _5371F512-F3DD-492E-B0A5-06B0021504B0 _25329957-B5FC-411D-BE8B-0A464F80DCAA
PowerElectronicsConnection BatteryUnit DER_675_c_23 DER_675_c_23 tlx_675_c_h_23 SoC _CE985687-33B1-4E53-8794-19AD17ECEC29 _E3115B2F-4379-4A50-8A45-771390A9F824
PowerElectronicsConnection BatteryUnit DER_675_c_23 DER_675_c_23 tlx_675_c_h_23 s1 _CE985687-33B1-4E53-8794-19AD17ECEC29 _E3115B2F-4379-4A50-8A45-771390A9F824
PowerElectronicsConnection BatteryUnit DER_675_c_23 DER_675_c_23 tlx_675_c_h_23 s2 _CE985687-33B1-4E53-8794-19AD17ECEC29 _E3115B2F-4379-4A50-8A45-771390A9F824
PowerElectronicsConnection BatteryUnit DER_675_c_24 DER_675_c_24 tlx_675_c_h_24 SoC _599E127A-147B-4C35-B8CE-4C914C68900A _D955F829-3084-4BAE-BADF-14AD20622E0E
PowerElectronicsConnection BatteryUnit DER_675_c_24 DER_675_c_24 tlx_675_c_h_24 s1 _599E127A-147B-4C35-B8CE-4C914C68900A _D955F829-3084-4BAE-BADF-14AD20622E0E
PowerElectronicsConnection BatteryUnit DER_675_c_24 DER_675_c_24 tlx_675_c_h_24 s2 _599E127A-147B-4C35-B8CE-4C914C68900A _D955F829-3084-4BAE-BADF-14AD20622E0E
PowerElectronicsConnection BatteryUnit DER_675_c_25 DER_675_c_25 tlx_675_c_h_25 SoC _90FE8147-FB11-4BD6-A781-8E5ADA522ACC _22A74419-76B3-4055-84AF-8FAB17F43BB4
PowerElectronicsConnection BatteryUnit DER_675_c_25 DER_675_c_25 tlx_675_c_h_25 s1 _90FE8147-FB11-4BD6-A781-8E5ADA522ACC _22A74419-76B3-4055-84AF-8FAB17F43BB4
PowerElectronicsConnection BatteryUnit DER_675_c_25 DER_675_c_25 tlx_675_c_h_25 s2 _90FE8147-FB11-4BD6-A781-8E5ADA522ACC _22A74419-76B3-4055-84AF-8FAB17F43BB4
PowerElectronicsConnection BatteryUnit DER_675_c_26 DER_675_c_26 tlx_675_c_h_26 SoC _855759C4-72ED-4B13-83E2-FA215D7814C5 _17DA98D6-3BB6-43D4-91E6-36F27A0275A7
PowerElectronicsConnection BatteryUnit DER_675_c_26 DER_675_c_26 tlx_675_c_h_26 s1 _855759C4-72ED-4B13-83E2-FA215D7814C5 _17DA98D6-3BB6-43D4-91E6-36F27A0275A7
PowerElectronicsConnection BatteryUnit DER_675_c_26 DER_675_c_26 tlx_675_c_h_26 s2 _855759C4-72ED-4B13-83E2-FA215D7814C5 _17DA98D6-3BB6-43D4-91E6-36F27A0275A7
PowerElectronicsConnection BatteryUnit DER_675_c_27 DER_675_c_27 tlx_675_c_h_27 SoC _73BB2E3F-1AC2-495D-A34D-BCA8757D86A4 _F1C30854-CE80-4E75-B0E5-33742C9A767D
PowerElectronicsConnection BatteryUnit DER_675_c_27 DER_675_c_27 tlx_675_c_h_27 s1 _73BB2E3F-1AC2-495D-A34D-BCA8757D86A4 _F1C30854-CE80-4E75-B0E5-33742C9A767D
PowerElectronicsConnection BatteryUnit DER_675_c_27 DER_675_c_27 tlx_675_c_h_27 s2 _73BB2E3F-1AC2-495D-A34D-BCA8757D86A4 _F1C30854-CE80-4E75-B0E5-33742C9A767D
PowerElectronicsConnection BatteryUnit DER_675_c_28 DER_675_c_28 tlx_675_c_h_28 SoC _BC25043C-CC28-4889-BEB5-66D3868ABDA9 _8FE03DEB-462D-4AA8-A529-2995E9A2AA9C
PowerElectronicsConnection BatteryUnit DER_675_c_28 DER_675_c_28 tlx_675_c_h_28 s1 _BC25043C-CC28-4889-BEB5-66D3868ABDA9 _8FE03DEB-462D-4AA8-A529-2995E9A2AA9C
PowerElectronicsConnection BatteryUnit DER_675_c_28 DER_675_c_28 tlx_675_c_h_28 s2 _BC25043C-CC28-4889-BEB5-66D3868ABDA9 _8FE03DEB-462D-4AA8-A529-2995E9A2AA9C
PowerElectronicsConnection BatteryUnit DER_675_c_29 DER_675_c_29 tlx_675_c_h_29 SoC _B1298615-2D74-43E5-8E9C-32568AD68DDA _45B96370-8D5C-4E0F-86A4-6A57318E21CC
PowerElectronicsConnection BatteryUnit DER_675_c_29 DER_675_c_29 tlx_675_c_h_29 s1 _B1298615-2D74-43E5-8E9C-32568AD68DDA _45B96370-8D5C-4E0F-86A4-6A57318E21CC
PowerElectronicsConnection BatteryUnit DER_675_c_29 DER_675_c_29 tlx_675_c_h_29 s2 _B1298615-2D74-43E5-8E9C-32568AD68DDA _45B96370-8D5C-4E0F-86A4-6A57318E21CC
PowerElectronicsConnection BatteryUnit DER_675_c_3 DER_675_c_3 tlx_675_c_h_3 SoC _0FDC8017-E304-47A0-AFD0-944A843B81EA _C4FF5C74-D9BB-4E0A-B76C-29972A19F6E3
PowerElectronicsConnection BatteryUnit DER_675_c_3 DER_675_c_3 tlx_675_c_h_3 s1 _0FDC8017-E304-47A0-AFD0-944A843B81EA _C4FF5C74-D9BB-4E0A-B76C-29972A19F6E3
PowerElectronicsConnection BatteryUnit DER_675_c_3 DER_675_c_3 tlx_675_c_h_3 s2 _0FDC8017-E304-47A0-AFD0-944A843B81EA _C4FF5C74-D9BB-4E0A-B76C-29972A19F6E3
PowerElectronicsConnection BatteryUnit DER_675_c_30 DER_675_c_30 tlx_675_c_h_30 SoC _44063961-D1A8-46D4-B233-2392E4710942 _75AA5547-0423-4221-AC51-947EC63EA607
PowerElectronicsConnection BatteryUnit DER_675_c_30 DER_675_c_30 tlx_675_c_h_30 s1 _44063961-D1A8-46D4-B233-2392E4710942 _75AA5547-0423-4221-AC51-947EC63EA607
PowerElectronicsConnection BatteryUnit DER_675_c_30 DER_675_c_30 tlx_675_c_h_30 s2 _44063961-D1A8-46D4-B233-2392E4710942 _75AA5547-0423-4221-AC51-947EC63EA607
PowerElectronicsConnection BatteryUnit DER_675_c_31 DER_675_c_31 tlx_675_c_h_31 SoC _5C928D8B-4849-4BDB-A7C8-4B41DB5EC53A _BE4DD9F1-A94E-4534-BCF5-7A423CB55563
PowerElectronicsConnection BatteryUnit DER_675_c_31 DER_675_c_31 tlx_675_c_h_31 s1 _5C928D8B-4849-4BDB-A7C8-4B41DB5EC53A _BE4DD9F1-A94E-4534-BCF5-7A423CB55563
PowerElectronicsConnection BatteryUnit DER_675_c_31 DER_675_c_31 tlx_675_c_h_31 s2 _5C928D8B-4849-4BDB-A7C8-4B41DB5EC53A _BE4DD9F1-A94E-4534-BCF5-7A423CB55563
PowerElectronicsConnection BatteryUnit DER_675_c_32 DER_675_c_32 tlx_675_c_h_32 SoC _B3888E55-C015-41C5-AD1A-CBDE873F7FB5 _C331F6F6-4361-4B7A-A34F-0BD5E9BB43D3
PowerElectronicsConnection BatteryUnit DER_675_c_32 DER_675_c_32 tlx_675_c_h_32 s1 _B3888E55-C015-41C5-AD1A-CBDE873F7FB5 _C331F6F6-4361-4B7A-A34F-0BD5E9BB43D3
PowerElectronicsConnection BatteryUnit DER_675_c_32 DER_675_c_32 tlx_675_c_h_32 s2 _B3888E55-C015-41C5-AD1A-CBDE873F7FB5 _C331F6F6-4361-4B7A-A34F-0BD5E9BB43D3
PowerElectronicsConnection BatteryUnit DER_675_c_33 DER_675_c_33 tlx_675_c_h_33 SoC _8C67A985-DF5A-4C9B-9370-DEF0F54546A5 _344AEE6B-73CE-4485-9473-24F7ACE94BA6
PowerElectronicsConnection BatteryUnit DER_675_c_33 DER_675_c_33 tlx_675_c_h_33 s1 _8C67A985-DF5A-4C9B-9370-DEF0F54546A5 _344AEE6B-73CE-4485-9473-24F7ACE94BA6
PowerElectronicsConnection BatteryUnit DER_675_c_33 DER_675_c_33 tlx_675_c_h_33 s2 _8C67A985-DF5A-4C9B-9370-DEF0F54546A5 _344AEE6B-73CE-4485-9473-24F7ACE94BA6
PowerElectronicsConnection BatteryUnit DER_675_c_34 DER_675_c_34 tlx_675_c_h_34 SoC _01A65A40-1BA2-466D-9DC0-7185545779A8 _8867F28C-6CEC-4204-8652-87AEDF2ADE7C
PowerElectronicsConnection BatteryUnit DER_675_c_34 DER_675_c_34 tlx_675_c_h_34 s1 _01A65A40-1BA2-466D-9DC0-7185545779A8 _8867F28C-6CEC-4204-8652-87AEDF2ADE7C
PowerElectronicsConnection BatteryUnit DER_675_c_34 DER_675_c_34 tlx_675_c_h_34 s2 _01A65A40-1BA2-466D-9DC0-7185545779A8 _8867F28C-6CEC-4204-8652-87AEDF2ADE7C
PowerElectronicsConnection BatteryUnit DER_675_c_35 DER_675_c_35 tlx_675_c_h_35 SoC _243A44CA-C9D6-4F07-8871-94FEC4519827 _DAE6BC6E-E662-489F-A166-9476CBA36861
PowerElectronicsConnection BatteryUnit DER_675_c_35 DER_675_c_35 tlx_675_c_h_35 s1 _243A44CA-C9D6-4F07-8871-94FEC4519827 _DAE6BC6E-E662-489F-A166-9476CBA36861
PowerElectronicsConnection BatteryUnit DER_675_c_35 DER_675_c_35 tlx_675_c_h_35 s2 _243A44CA-C9D6-4F07-8871-94FEC4519827 _DAE6BC6E-E662-489F-A166-9476CBA36861
PowerElectronicsConnection BatteryUnit DER_675_c_36 DER_675_c_36 tlx_675_c_h_36 SoC _EF2ACB53-BEBB-46CC-BE7B-C5CD6393EF25 _D96E936F-24BD-47B5-84BC-CF0BB0653510
PowerElectronicsConnection BatteryUnit DER_675_c_36 DER_675_c_36 tlx_675_c_h_36 s1 _EF2ACB53-BEBB-46CC-BE7B-C5CD6393EF25 _D96E936F-24BD-47B5-84BC-CF0BB0653510
PowerElectronicsConnection BatteryUnit DER_675_c_36 DER_675_c_36 tlx_675_c_h_36 s2 _EF2ACB53-BEBB-46CC-BE7B-C5CD6393EF25 _D96E936F-24BD-47B5-84BC-CF0BB0653510
PowerElectronicsConnection BatteryUnit DER_675_c_37 DER_675_c_37 tlx_675_c_h_37 SoC _E22AA6A9-061C-4072-843F-82397E07777B _57CF8651-CAF6-4EC2-BD68-B6028482C476
PowerElectronicsConnection BatteryUnit DER_675_c_37 DER_675_c_37 tlx_675_c_h_37 s1 _E22AA6A9-061C-4072-843F-82397E07777B _57CF8651-CAF6-4EC2-BD68-B6028482C476
PowerElectronicsConnection BatteryUnit DER_675_c_37 DER_675_c_37 tlx_675_c_h_37 s2 _E22AA6A9-061C-4072-843F-82397E07777B _57CF8651-CAF6-4EC2-BD68-B6028482C476
PowerElectronicsConnection BatteryUnit DER_675_c_38 DER_675_c_38 tlx_675_c_h_38 SoC _71A04901-1C03-4A11-BB9E-B99C2395186C _EAF14E9A-284B-4399-BCB7-FA9EAFE78F03
PowerElectronicsConnection BatteryUnit DER_675_c_38 DER_675_c_38 tlx_675_c_h_38 s1 _71A04901-1C03-4A11-BB9E-B99C2395186C _EAF14E9A-284B-4399-BCB7-FA9EAFE78F03
PowerElectronicsConnection BatteryUnit DER_675_c_38 DER_675_c_38 tlx_675_c_h_38 s2 _71A04901-1C03-4A11-BB9E-B99C2395186C _EAF14E9A-284B-4399-BCB7-FA9EAFE78F03
PowerElectronicsConnection BatteryUnit DER_675_c_39 DER_675_c_39 tlx_675_c_h_39 SoC _EE833BB3-0BB5-463C-8559-1FB6FA45B950 _0F2321F1-EAB3-4DD4-A4A1-5F1B2A3632CA
PowerElectronicsConnection BatteryUnit DER_675_c_39 DER_675_c_39 tlx_675_c_h_39 s1 _EE833BB3-0BB5-463C-8559-1FB6FA45B950 _0F2321F1-EAB3-4DD4-A4A1-5F1B2A3632CA
PowerElectronicsConnection BatteryUnit DER_675_c_39 DER_675_c_39 tlx_675_c_h_39 s2 _EE833BB3-0BB5-463C-8559-1FB6FA45B950 _0F2321F1-EAB3-4DD4-A4A1-5F1B2A3632CA
PowerElectronicsConnection BatteryUnit DER_675_c_4 DER_675_c_4 tlx_675_c_h_4 SoC _D5E9FA4B-E724-4DCE-B894-3D7FAB0F88FC _A4A31E3F-C628-4B29-9E3F-D43AC20F7B1D
PowerElectronicsConnection BatteryUnit DER_675_c_4 DER_675_c_4 tlx_675_c_h_4 s1 _D5E9FA4B-E724-4DCE-B894-3D7FAB0F88FC _A4A31E3F-C628-4B29-9E3F-D43AC20F7B1D
PowerElectronicsConnection BatteryUnit DER_675_c_4 DER_675_c_4 tlx_675_c_h_4 s2 _D5E9FA4B-E724-4DCE-B894-3D7FAB0F88FC _A4A31E3F-C628-4B29-9E3F-D43AC20F7B1D
PowerElectronicsConnection BatteryUnit DER_675_c_40 DER_675_c_40 tlx_675_c_h_40 SoC _766F15A0-4686-4974-9954-DD2233F9B572 _1226E3E3-AF21-4B35-AD17-2059E5881262
PowerElectronicsConnection BatteryUnit DER_675_c_40 DER_675_c_40 tlx_675_c_h_40 s1 _766F15A0-4686-4974-9954-DD2233F9B572 _1226E3E3-AF21-4B35-AD17-2059E5881262
PowerElectronicsConnection BatteryUnit DER_675_c_40 DER_675_c_40 tlx_675_c_h_40 s2 _766F15A0-4686-4974-9954-DD2233F9B572 _1226E3E3-AF21-4B35-AD17-2059E5881262
PowerElectronicsConnection BatteryUnit DER_675_c_5 DER_675_c_5 tlx_675_c_h_5 SoC _F2AF2EBA-BB08-4DBB-8FB4-F5030EE61D7A _15EF9C9B-6180-440D-B6E4-1255374D383A
PowerElectronicsConnection BatteryUnit DER_675_c_5 DER_675_c_5 tlx_675_c_h_5 s1 _F2AF2EBA-BB08-4DBB-8FB4-F5030EE61D7A _15EF9C9B-6180-440D-B6E4-1255374D383A
PowerElectronicsConnection BatteryUnit DER_675_c_5 DER_675_c_5 tlx_675_c_h_5 s2 _F2AF2EBA-BB08-4DBB-8FB4-F5030EE61D7A _15EF9C9B-6180-440D-B6E4-1255374D383A
PowerElectronicsConnection BatteryUnit DER_675_c_6 DER_675_c_6 tlx_675_c_h_6 SoC _5D6A9540-2B50-4CC3-89FF-FF6BAB231D48 _0A8002EC-DFAE-4B2A-B35D-CEB5D5C5F09F
PowerElectronicsConnection BatteryUnit DER_675_c_6 DER_675_c_6 tlx_675_c_h_6 s1 _5D6A9540-2B50-4CC3-89FF-FF6BAB231D48 _0A8002EC-DFAE-4B2A-B35D-CEB5D5C5F09F
PowerElectronicsConnection BatteryUnit DER_675_c_6 DER_675_c_6 tlx_675_c_h_6 s2 _5D6A9540-2B50-4CC3-89FF-FF6BAB231D48 _0A8002EC-DFAE-4B2A-B35D-CEB5D5C5F09F
PowerElectronicsConnection BatteryUnit DER_675_c_7 DER_675_c_7 tlx_675_c_h_7 SoC _E28307DF-8D57-4675-933E-6D2EB647DDB4 _D935FE08-EA86-45AE-9A24-093217F53BD2
PowerElectronicsConnection BatteryUnit DER_675_c_7 DER_675_c_7 tlx_675_c_h_7 s1 _E28307DF-8D57-4675-933E-6D2EB647DDB4 _D935FE08-EA86-45AE-9A24-093217F53BD2
PowerElectronicsConnection BatteryUnit DER_675_c_7 DER_675_c_7 tlx_675_c_h_7 s2 _E28307DF-8D57-4675-933E-6D2EB647DDB4 _D935FE08-EA86-45AE-9A24-093217F53BD2
PowerElectronicsConnection BatteryUnit DER_675_c_8 DER_675_c_8 tlx_675_c_h_8 SoC _F6525707-66BA-4283-A105-86A360B6CA52 _869BE86E-8E9D-4B22-87A9-AC6D04DBF175
PowerElectronicsConnection BatteryUnit DER_675_c_8 DER_675_c_8 tlx_675_c_h_8 s1 _F6525707-66BA-4283-A105-86A360B6CA52 _869BE86E-8E9D-4B22-87A9-AC6D04DBF175
PowerElectronicsConnection BatteryUnit DER_675_c_8 DER_675_c_8 tlx_675_c_h_8 s2 _F6525707-66BA-4283-A105-86A360B6CA52 _869BE86E-8E9D-4B22-87A9-AC6D04DBF175
PowerElectronicsConnection BatteryUnit DER_675_c_9 DER_675_c_9 tlx_675_c_h_9 SoC _FC47981F-B877-4C5E-B95E-A1186F083E51 _8EBF2658-73F8-4246-A23F-BCE861D1487A
PowerElectronicsConnection BatteryUnit DER_675_c_9 DER_675_c_9 tlx_675_c_h_9 s1 _FC47981F-B877-4C5E-B95E-A1186F083E51 _8EBF2658-73F8-4246-A23F-BCE861D1487A
PowerElectronicsConnection BatteryUnit DER_675_c_9 DER_675_c_9 tlx_675_c_h_9 s2 _FC47981F-B877-4C5E-B95E-A1186F083E51 _8EBF2658-73F8-4246-A23F-BCE861D1487A
PowerElectronicsConnection BatteryUnit DER_680_a_1 DER_680_a_1 tlx_680_a_h_1 SoC _93922AFC-966B-46E3-88B2-D898DC63A1E4 _5C610B5C-448D-4733-8DC0-EDCB6433FBAA
PowerElectronicsConnection BatteryUnit DER_680_a_1 DER_680_a_1 tlx_680_a_h_1 s1 _93922AFC-966B-46E3-88B2-D898DC63A1E4 _5C610B5C-448D-4733-8DC0-EDCB6433FBAA
PowerElectronicsConnection BatteryUnit DER_680_a_1 DER_680_a_1 tlx_680_a_h_1 s2 _93922AFC-966B-46E3-88B2-D898DC63A1E4 _5C610B5C-448D-4733-8DC0-EDCB6433FBAA
PowerElectronicsConnection BatteryUnit DER_680_a_10 DER_680_a_10 tlx_680_a_h_10 SoC _C27A7950-92A8-4D9C-8835-F71818B2DA9F _98C4C284-FA04-40DD-A2E6-376485BA192D
PowerElectronicsConnection BatteryUnit DER_680_a_10 DER_680_a_10 tlx_680_a_h_10 s1 _C27A7950-92A8-4D9C-8835-F71818B2DA9F _98C4C284-FA04-40DD-A2E6-376485BA192D
PowerElectronicsConnection BatteryUnit DER_680_a_10 DER_680_a_10 tlx_680_a_h_10 s2 _C27A7950-92A8-4D9C-8835-F71818B2DA9F _98C4C284-FA04-40DD-A2E6-376485BA192D
PowerElectronicsConnection BatteryUnit DER_680_a_11 DER_680_a_11 tlx_680_a_h_11 SoC _E06AE481-6144-4FE3-BE34-A572795DEF54 _2E464754-DCBD-4628-A3D6-67C12DE07A79
PowerElectronicsConnection BatteryUnit DER_680_a_11 DER_680_a_11 tlx_680_a_h_11 s1 _E06AE481-6144-4FE3-BE34-A572795DEF54 _2E464754-DCBD-4628-A3D6-67C12DE07A79
PowerElectronicsConnection BatteryUnit DER_680_a_11 DER_680_a_11 tlx_680_a_h_11 s2 _E06AE481-6144-4FE3-BE34-A572795DEF54 _2E464754-DCBD-4628-A3D6-67C12DE07A79
PowerElectronicsConnection BatteryUnit DER_680_a_12 DER_680_a_12 tlx_680_a_h_12 SoC _F536518C-2B01-44F9-9CAB-203176A2EA4D _59542A6F-B4C0-453F-B81A-DD2D789FC68E
PowerElectronicsConnection BatteryUnit DER_680_a_12 DER_680_a_12 tlx_680_a_h_12 s1 _F536518C-2B01-44F9-9CAB-203176A2EA4D _59542A6F-B4C0-453F-B81A-DD2D789FC68E
PowerElectronicsConnection BatteryUnit DER_680_a_12 DER_680_a_12 tlx_680_a_h_12 s2 _F536518C-2B01-44F9-9CAB-203176A2EA4D _59542A6F-B4C0-453F-B81A-DD2D789FC68E
PowerElectronicsConnection BatteryUnit DER_680_a_13 DER_680_a_13 tlx_680_a_h_13 SoC _F76F6798-D8D0-4821-8B97-F498BD7A96E1 _80C8AE8D-15E7-4AAB-85D9-D977B8260E4B
PowerElectronicsConnection BatteryUnit DER_680_a_13 DER_680_a_13 tlx_680_a_h_13 s1 _F76F6798-D8D0-4821-8B97-F498BD7A96E1 _80C8AE8D-15E7-4AAB-85D9-D977B8260E4B
PowerElectronicsConnection BatteryUnit DER_680_a_13 DER_680_a_13 tlx_680_a_h_13 s2 _F76F6798-D8D0-4821-8B97-F498BD7A96E1 _80C8AE8D-15E7-4AAB-85D9-D977B8260E4B
PowerElectronicsConnection BatteryUnit DER_680_a_14 DER_680_a_14 tlx_680_a_h_14 SoC _AF7B7856-4ABD-4112-976D-8C2B729E9C34 _8AD5D3C8-95B7-47FF-851F-5CE1AF1AA35A
PowerElectronicsConnection BatteryUnit DER_680_a_14 DER_680_a_14 tlx_680_a_h_14 s1 _AF7B7856-4ABD-4112-976D-8C2B729E9C34 _8AD5D3C8-95B7-47FF-851F-5CE1AF1AA35A
PowerElectronicsConnection BatteryUnit DER_680_a_14 DER_680_a_14 tlx_680_a_h_14 s2 _AF7B7856-4ABD-4112-976D-8C2B729E9C34 _8AD5D3C8-95B7-47FF-851F-5CE1AF1AA35A
PowerElectronicsConnection BatteryUnit DER_680_a_15 DER_680_a_15 tlx_680_a_h_15 SoC _0677E283-924D-4AF7-A7BF-FE072059C7AC _09A8688C-28D0-4883-822B-C711BD76AE8F
PowerElectronicsConnection BatteryUnit DER_680_a_15 DER_680_a_15 tlx_680_a_h_15 s1 _0677E283-924D-4AF7-A7BF-FE072059C7AC _09A8688C-28D0-4883-822B-C711BD76AE8F
PowerElectronicsConnection BatteryUnit DER_680_a_15 DER_680_a_15 tlx_680_a_h_15 s2 _0677E283-924D-4AF7-A7BF-FE072059C7AC _09A8688C-28D0-4883-822B-C711BD76AE8F
PowerElectronicsConnection BatteryUnit DER_680_a_16 DER_680_a_16 tlx_680_a_h_16 SoC _93BB05AB-C03A-4F49-B67D-B960A7E68168 _8435C241-B287-4F97-983A-F594BFAEE180
PowerElectronicsConnection BatteryUnit DER_680_a_16 DER_680_a_16 tlx_680_a_h_16 s1 _93BB05AB-C03A-4F49-B67D-B960A7E68168 _8435C241-B287-4F97-983A-F594BFAEE180
PowerElectronicsConnection BatteryUnit DER_680_a_16 DER_680_a_16 tlx_680_a_h_16 s2 _93BB05AB-C03A-4F49-B67D-B960A7E68168 _8435C241-B287-4F97-983A-F594BFAEE180
PowerElectronicsConnection BatteryUnit DER_680_a_17 DER_680_a_17 tlx_680_a_h_17 SoC _CC0867C6-5C13-4D76-8D08-37A25D4667F7 _E36C421D-17E3-4B0F-96CC-8D2105E1D768
PowerElectronicsConnection BatteryUnit DER_680_a_17 DER_680_a_17 tlx_680_a_h_17 s1 _CC0867C6-5C13-4D76-8D08-37A25D4667F7 _E36C421D-17E3-4B0F-96CC-8D2105E1D768
PowerElectronicsConnection BatteryUnit DER_680_a_17 DER_680_a_17 tlx_680_a_h_17 s2 _CC0867C6-5C13-4D76-8D08-37A25D4667F7 _E36C421D-17E3-4B0F-96CC-8D2105E1D768
PowerElectronicsConnection BatteryUnit DER_680_a_18 DER_680_a_18 tlx_680_a_h_18 SoC _F97E58D3-4A95-435F-8F7E-E56208ED6F87 _59537CA8-CFB6-4CFC-B591-8EB8E855F3A4
PowerElectronicsConnection BatteryUnit DER_680_a_18 DER_680_a_18 tlx_680_a_h_18 s1 _F97E58D3-4A95-435F-8F7E-E56208ED6F87 _59537CA8-CFB6-4CFC-B591-8EB8E855F3A4
PowerElectronicsConnection BatteryUnit DER_680_a_18 DER_680_a_18 tlx_680_a_h_18 s2 _F97E58D3-4A95-435F-8F7E-E56208ED6F87 _59537CA8-CFB6-4CFC-B591-8EB8E855F3A4
PowerElectronicsConnection BatteryUnit DER_680_a_19 DER_680_a_19 tlx_680_a_h_19 SoC _87B86185-5D07-4B79-8180-8873CF9703C6 _F3F96E53-3F83-4604-8E7F-7344330F754A
PowerElectronicsConnection BatteryUnit DER_680_a_19 DER_680_a_19 tlx_680_a_h_19 s1 _87B86185-5D07-4B79-8180-8873CF9703C6 _F3F96E53-3F83-4604-8E7F-7344330F754A
PowerElectronicsConnection BatteryUnit DER_680_a_19 DER_680_a_19 tlx_680_a_h_19 s2 _87B86185-5D07-4B79-8180-8873CF9703C6 _F3F96E53-3F83-4604-8E7F-7344330F754A
