LinearShuntCompensator cap2 n611 C _914AAA0D-2390-4529-AB33-AEE59E116A6E _4D4249B6-B1C1-4FFB-923B-8E1FE55E8212
LinearShuntCompensator cap1 n675 A _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 B _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 C _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
PowerTransformer RatioTapChanger Reg 2 rg60 A _3508623F-8B18-43E5-9C47-076265A27FC5 _DEF7E7E5-E406-4D86-8437-C9DB746F5C18
PowerElectronicsConnection BatteryUnit trip_load_675_c_23 trip_load_675_c_23_Battery tlx_675_c_h_23 SoC _09A7A41E-B218-45FE-927A-8CEA86BC7968 _B3FD28DB-44D1-406C-B20C-2483EEF9865F
PowerElectronicsConnection BatteryUnit trip_load_675_c_23 trip_load_675_c_23_Battery tlx_675_c_h_23 s1 _09A7A41E-B218-45FE-927A-8CEA86BC7968 _B3FD28DB-44D1-406C-B20C-2483EEF9865F
PowerElectronicsConnection BatteryUnit trip_load_675_c_23 trip_load_675_c_23_Battery tlx_675_c_h_23 s2 _09A7A41E-B218-45FE-927A-8CEA86BC7968 _B3FD28DB-44D1-406C-B20C-2483EEF9865F
PowerElectronicsConnection BatteryUnit trip_load_675_c_24 trip_load_675_c_24_Battery tlx_675_c_h_24 SoC _30332728-AC41-426E-B1EA-4793BCAC906E _0C9F87DD-0677-4219-B54B-488FBD4188BE
PowerElectronicsConnection BatteryUnit trip_load_675_c_24 trip_load_675_c_24_Battery tlx_675_c_h_24 s1 _30332728-AC41-426E-B1EA-4793BCAC906E _0C9F87DD-0677-4219-B54B-488FBD4188BE
PowerElectronicsConnection BatteryUnit trip_load_675_c_24 trip_load_675_c_24_Battery tlx_675_c_h_24 s2 _30332728-AC41-426E-B1EA-4793BCAC906E _0C9F87DD-0677-4219-B54B-488FBD4188BE
PowerElectronicsConnection BatteryUnit trip_load_675_c_25 trip_load_675_c_25_Battery tlx_675_c_h_25 SoC _8DA9C952-17E7-402E-B349-312EBB239AB0 _057A592C-05B6-4A42-B1F0-04704E6978DA
PowerElectronicsConnection BatteryUnit trip_load_675_c_25 trip_load_675_c_25_Battery tlx_675_c_h_25 s1 _8DA9C952-17E7-402E-B349-312EBB239AB0 _057A592C-05B6-4A42-B1F0-04704E6978DA
PowerElectronicsConnection BatteryUnit trip_load_675_c_25 trip_load_675_c_25_Battery tlx_675_c_h_25 s2 _8DA9C952-17E7-402E-B349-312EBB239AB0 _057A592C-05B6-4A42-B1F0-04704E6978DA
PowerElectronicsConnection BatteryUnit trip_load_675_c_26 trip_load_675_c_26_Battery tlx_675_c_h_26 SoC _F3DF2050-6A79-4102-B8BF-7991F5F5D470 _C3C89596-B394-4428-A355-F049DF6F8F57
PowerElectronicsConnection BatteryUnit trip_load_675_c_26 trip_load_675_c_26_Battery tlx_675_c_h_26 s1 _F3DF2050-6A79-4102-B8BF-7991F5F5D470 _C3C89596-B394-4428-A355-F049DF6F8F57
PowerElectronicsConnection BatteryUnit trip_load_675_c_26 trip_load_675_c_26_Battery tlx_675_c_h_26 s2 _F3DF2050-6A79-4102-B8BF-7991F5F5D470 _C3C89596-B394-4428-A355-F049DF6F8F57
PowerElectronicsConnection BatteryUnit trip_load_675_c_27 trip_load_675_c_27_Battery tlx_675_c_h_27 SoC _C4689979-CA4E-40B6-BC31-95400AB05D51 _EC691C77-5A1F-4F87-AAF0-9A144407E2E1
PowerElectronicsConnection BatteryUnit trip_load_675_c_27 trip_load_675_c_27_Battery tlx_675_c_h_27 s1 _C4689979-CA4E-40B6-BC31-95400AB05D51 _EC691C77-5A1F-4F87-AAF0-9A144407E2E1
PowerElectronicsConnection BatteryUnit trip_load_675_c_27 trip_load_675_c_27_Battery tlx_675_c_h_27 s2 _C4689979-CA4E-40B6-BC31-95400AB05D51 _EC691C77-5A1F-4F87-AAF0-9A144407E2E1
PowerElectronicsConnection BatteryUnit trip_load_675_c_28 trip_load_675_c_28_Battery tlx_675_c_h_28 SoC _18CE6506-0EB1-4804-AFD2-E10075684FE8 _2C00624A-6452-4EE6-B9CD-A18B67F59F7B
PowerElectronicsConnection BatteryUnit trip_load_675_c_28 trip_load_675_c_28_Battery tlx_675_c_h_28 s1 _18CE6506-0EB1-4804-AFD2-E10075684FE8 _2C00624A-6452-4EE6-B9CD-A18B67F59F7B
PowerElectronicsConnection BatteryUnit trip_load_675_c_28 trip_load_675_c_28_Battery tlx_675_c_h_28 s2 _18CE6506-0EB1-4804-AFD2-E10075684FE8 _2C00624A-6452-4EE6-B9CD-A18B67F59F7B
PowerElectronicsConnection BatteryUnit trip_load_675_c_29 trip_load_675_c_29_Battery tlx_675_c_h_29 SoC _ED192C33-C633-4B86-9619-35292A0FB8A9 _087AFBA1-5B37-402B-9688-97930DAF2699
PowerElectronicsConnection BatteryUnit trip_load_675_c_29 trip_load_675_c_29_Battery tlx_675_c_h_29 s1 _ED192C33-C633-4B86-9619-35292A0FB8A9 _087AFBA1-5B37-402B-9688-97930DAF2699
PowerElectronicsConnection BatteryUnit trip_load_675_c_29 trip_load_675_c_29_Battery tlx_675_c_h_29 s2 _ED192C33-C633-4B86-9619-35292A0FB8A9 _087AFBA1-5B37-402B-9688-97930DAF2699
PowerElectronicsConnection BatteryUnit trip_load_675_c_3 trip_load_675_c_3_Battery tlx_675_c_h_3 SoC _DBA68AC4-1BC0-4484-9D14-467D7D5A0977 _30AB63D8-3538-4492-9729-955673938746
PowerElectronicsConnection BatteryUnit trip_load_675_c_3 trip_load_675_c_3_Battery tlx_675_c_h_3 s1 _DBA68AC4-1BC0-4484-9D14-467D7D5A0977 _30AB63D8-3538-4492-9729-955673938746
PowerElectronicsConnection BatteryUnit trip_load_675_c_3 trip_load_675_c_3_Battery tlx_675_c_h_3 s2 _DBA68AC4-1BC0-4484-9D14-467D7D5A0977 _30AB63D8-3538-4492-9729-955673938746
PowerElectronicsConnection BatteryUnit trip_load_675_c_30 trip_load_675_c_30_Battery tlx_675_c_h_30 SoC _C58669DF-9B75-44D2-87AB-D0009C5B69AD _B82B8322-2995-43B9-A04B-0A3470A842FB
PowerElectronicsConnection BatteryUnit trip_load_675_c_30 trip_load_675_c_30_Battery tlx_675_c_h_30 s1 _C58669DF-9B75-44D2-87AB-D0009C5B69AD _B82B8322-2995-43B9-A04B-0A3470A842FB
PowerElectronicsConnection BatteryUnit trip_load_675_c_30 trip_load_675_c_30_Battery tlx_675_c_h_30 s2 _C58669DF-9B75-44D2-87AB-D0009C5B69AD _B82B8322-2995-43B9-A04B-0A3470A842FB
PowerElectronicsConnection BatteryUnit trip_load_675_c_31 trip_load_675_c_31_Battery tlx_675_c_h_31 SoC _37CC0310-D435-41FF-9DA0-5CF35FBF5DF1 _5F824959-42E0-4836-A841-40D82A19801A
PowerElectronicsConnection BatteryUnit trip_load_675_c_31 trip_load_675_c_31_Battery tlx_675_c_h_31 s1 _37CC0310-D435-41FF-9DA0-5CF35FBF5DF1 _5F824959-42E0-4836-A841-40D82A19801A
PowerElectronicsConnection BatteryUnit trip_load_675_c_31 trip_load_675_c_31_Battery tlx_675_c_h_31 s2 _37CC0310-D435-41FF-9DA0-5CF35FBF5DF1 _5F824959-42E0-4836-A841-40D82A19801A
PowerElectronicsConnection BatteryUnit trip_load_675_c_32 trip_load_675_c_32_Battery tlx_675_c_h_32 SoC _C93C5DB5-BFBE-4BC7-90C5-8FD1E62FC936 _4B71218F-5114-458A-B29C-59C5E05E6EF9
PowerElectronicsConnection BatteryUnit trip_load_675_c_32 trip_load_675_c_32_Battery tlx_675_c_h_32 s1 _C93C5DB5-BFBE-4BC7-90C5-8FD1E62FC936 _4B71218F-5114-458A-B29C-59C5E05E6EF9
PowerElectronicsConnection BatteryUnit trip_load_675_c_32 trip_load_675_c_32_Battery tlx_675_c_h_32 s2 _C93C5DB5-BFBE-4BC7-90C5-8FD1E62FC936 _4B71218F-5114-458A-B29C-59C5E05E6EF9
PowerElectronicsConnection BatteryUnit trip_load_675_c_33 trip_load_675_c_33_Battery tlx_675_c_h_33 SoC _6AE64576-2797-4E0A-8BB1-00E123968538 _1E02784F-BD90-470B-A05C-FDECC7D7C1F8
PowerElectronicsConnection BatteryUnit trip_load_675_c_33 trip_load_675_c_33_Battery tlx_675_c_h_33 s1 _6AE64576-2797-4E0A-8BB1-00E123968538 _1E02784F-BD90-470B-A05C-FDECC7D7C1F8
PowerElectronicsConnection BatteryUnit trip_load_675_c_33 trip_load_675_c_33_Battery tlx_675_c_h_33 s2 _6AE64576-2797-4E0A-8BB1-00E123968538 _1E02784F-BD90-470B-A05C-FDECC7D7C1F8
PowerElectronicsConnection BatteryUnit trip_load_675_c_34 trip_load_675_c_34_Battery tlx_675_c_h_34 SoC _4B8A71F9-7295-4B90-8D26-738C93558BDB _A2C9F553-5672-4D9A-8A7F-D336851F5015
PowerElectronicsConnection BatteryUnit trip_load_675_c_34 trip_load_675_c_34_Battery tlx_675_c_h_34 s1 _4B8A71F9-7295-4B90-8D26-738C93558BDB _A2C9F553-5672-4D9A-8A7F-D336851F5015
PowerElectronicsConnection BatteryUnit trip_load_675_c_34 trip_load_675_c_34_Battery tlx_675_c_h_34 s2 _4B8A71F9-7295-4B90-8D26-738C93558BDB _A2C9F553-5672-4D9A-8A7F-D336851F5015
PowerElectronicsConnection BatteryUnit trip_load_675_c_35 trip_load_675_c_35_Battery tlx_675_c_h_35 SoC _3E494FFF-B7AA-4B77-AE34-777AA20D68EA _D39E66DD-DB50-49A2-9BA9-3B4FA0E148B2
PowerElectronicsConnection BatteryUnit trip_load_675_c_35 trip_load_675_c_35_Battery tlx_675_c_h_35 s1 _3E494FFF-B7AA-4B77-AE34-777AA20D68EA _D39E66DD-DB50-49A2-9BA9-3B4FA0E148B2
PowerElectronicsConnection BatteryUnit trip_load_675_c_35 trip_load_675_c_35_Battery tlx_675_c_h_35 s2 _3E494FFF-B7AA-4B77-AE34-777AA20D68EA _D39E66DD-DB50-49A2-9BA9-3B4FA0E148B2
PowerElectronicsConnection BatteryUnit trip_load_675_c_36 trip_load_675_c_36_Battery tlx_675_c_h_36 SoC _AE2A38E0-B577-453F-9447-2C4BE550FB1B _EEB8C0AB-5757-41B2-A7A2-0717801B5F1B
PowerElectronicsConnection BatteryUnit trip_load_675_c_36 trip_load_675_c_36_Battery tlx_675_c_h_36 s1 _AE2A38E0-B577-453F-9447-2C4BE550FB1B _EEB8C0AB-5757-41B2-A7A2-0717801B5F1B
PowerElectronicsConnection BatteryUnit trip_load_675_c_36 trip_load_675_c_36_Battery tlx_675_c_h_36 s2 _AE2A38E0-B577-453F-9447-2C4BE550FB1B _EEB8C0AB-5757-41B2-A7A2-0717801B5F1B
PowerElectronicsConnection BatteryUnit trip_load_675_c_37 trip_load_675_c_37_Battery tlx_675_c_h_37 SoC _EF0EA94C-80DC-4513-B96A-A13E089E83FB _D193AC4E-4797-4325-8666-2E7A8094F482
PowerElectronicsConnection BatteryUnit trip_load_675_c_37 trip_load_675_c_37_Battery tlx_675_c_h_37 s1 _EF0EA94C-80DC-4513-B96A-A13E089E83FB _D193AC4E-4797-4325-8666-2E7A8094F482
PowerElectronicsConnection BatteryUnit trip_load_675_c_37 trip_load_675_c_37_Battery tlx_675_c_h_37 s2 _EF0EA94C-80DC-4513-B96A-A13E089E83FB _D193AC4E-4797-4325-8666-2E7A8094F482
PowerElectronicsConnection BatteryUnit trip_load_675_c_38 trip_load_675_c_38_Battery tlx_675_c_h_38 SoC _686B0DE2-88A4-45D0-933E-E9068547FC5C _7B87B23C-286F-43A0-9A88-18AB84C34CDE
PowerElectronicsConnection BatteryUnit trip_load_675_c_38 trip_load_675_c_38_Battery tlx_675_c_h_38 s1 _686B0DE2-88A4-45D0-933E-E9068547FC5C _7B87B23C-286F-43A0-9A88-18AB84C34CDE
PowerElectronicsConnection BatteryUnit trip_load_675_c_38 trip_load_675_c_38_Battery tlx_675_c_h_38 s2 _686B0DE2-88A4-45D0-933E-E9068547FC5C _7B87B23C-286F-43A0-9A88-18AB84C34CDE
PowerElectronicsConnection BatteryUnit trip_load_675_c_39 trip_load_675_c_39_Battery tlx_675_c_h_39 SoC _9780FE5C-5CF7-43AD-B9F1-8CD4AB23191D _BF141070-DB8C-4B53-A246-F6EB4B59BAD2
PowerElectronicsConnection BatteryUnit trip_load_675_c_39 trip_load_675_c_39_Battery tlx_675_c_h_39 s1 _9780FE5C-5CF7-43AD-B9F1-8CD4AB23191D _BF141070-DB8C-4B53-A246-F6EB4B59BAD2
PowerElectronicsConnection BatteryUnit trip_load_675_c_39 trip_load_675_c_39_Battery tlx_675_c_h_39 s2 _9780FE5C-5CF7-43AD-B9F1-8CD4AB23191D _BF141070-DB8C-4B53-A246-F6EB4B59BAD2
PowerElectronicsConnection BatteryUnit trip_load_675_c_4 trip_load_675_c_4_Battery tlx_675_c_h_4 SoC _A8C3B335-75A8-436C-B7DC-299711E7C28A _689781D3-2D63-417C-BB41-FFE7F7D7BF30
PowerElectronicsConnection BatteryUnit trip_load_675_c_4 trip_load_675_c_4_Battery tlx_675_c_h_4 s1 _A8C3B335-75A8-436C-B7DC-299711E7C28A _689781D3-2D63-417C-BB41-FFE7F7D7BF30
PowerElectronicsConnection BatteryUnit trip_load_675_c_4 trip_load_675_c_4_Battery tlx_675_c_h_4 s2 _A8C3B335-75A8-436C-B7DC-299711E7C28A _689781D3-2D63-417C-BB41-FFE7F7D7BF30
PowerElectronicsConnection BatteryUnit trip_load_675_c_40 trip_load_675_c_40_Battery tlx_675_c_h_40 SoC _6BCB5773-B572-4FA8-A5B6-9AD76BBEA17B _8B9C1570-0224-4853-9DF5-6E1DCC9CF51A
PowerElectronicsConnection BatteryUnit trip_load_675_c_40 trip_load_675_c_40_Battery tlx_675_c_h_40 s1 _6BCB5773-B572-4FA8-A5B6-9AD76BBEA17B _8B9C1570-0224-4853-9DF5-6E1DCC9CF51A
PowerElectronicsConnection BatteryUnit trip_load_675_c_40 trip_load_675_c_40_Battery tlx_675_c_h_40 s2 _6BCB5773-B572-4FA8-A5B6-9AD76BBEA17B _8B9C1570-0224-4853-9DF5-6E1DCC9CF51A
PowerElectronicsConnection BatteryUnit trip_load_675_c_5 trip_load_675_c_5_Battery tlx_675_c_h_5 SoC _EFDE5654-8567-48BA-B3B7-A7437723B2A6 _2A92F79A-4F9A-425A-A054-24CBBAF19D4E
PowerElectronicsConnection BatteryUnit trip_load_675_c_5 trip_load_675_c_5_Battery tlx_675_c_h_5 s1 _EFDE5654-8567-48BA-B3B7-A7437723B2A6 _2A92F79A-4F9A-425A-A054-24CBBAF19D4E
PowerElectronicsConnection BatteryUnit trip_load_675_c_5 trip_load_675_c_5_Battery tlx_675_c_h_5 s2 _EFDE5654-8567-48BA-B3B7-A7437723B2A6 _2A92F79A-4F9A-425A-A054-24CBBAF19D4E
PowerElectronicsConnection BatteryUnit trip_load_675_c_6 trip_load_675_c_6_Battery tlx_675_c_h_6 SoC _D4E940E0-99C0-455D-A126-FE6AB23AA4E1 _3CB7BD77-1031-4456-AC4B-903EAE06211A
PowerElectronicsConnection BatteryUnit trip_load_675_c_6 trip_load_675_c_6_Battery tlx_675_c_h_6 s1 _D4E940E0-99C0-455D-A126-FE6AB23AA4E1 _3CB7BD77-1031-4456-AC4B-903EAE06211A
PowerElectronicsConnection BatteryUnit trip_load_675_c_6 trip_load_675_c_6_Battery tlx_675_c_h_6 s2 _D4E940E0-99C0-455D-A126-FE6AB23AA4E1 _3CB7BD77-1031-4456-AC4B-903EAE06211A
PowerElectronicsConnection BatteryUnit trip_load_675_c_7 trip_load_675_c_7_Battery tlx_675_c_h_7 SoC _06F0CCEB-A950-4D9E-AE51-2D84CD6B5B40 _BF7E06CC-DB7D-46BF-956A-C5CA9977866C
PowerElectronicsConnection BatteryUnit trip_load_675_c_7 trip_load_675_c_7_Battery tlx_675_c_h_7 s1 _06F0CCEB-A950-4D9E-AE51-2D84CD6B5B40 _BF7E06CC-DB7D-46BF-956A-C5CA9977866C
PowerElectronicsConnection BatteryUnit trip_load_675_c_7 trip_load_675_c_7_Battery tlx_675_c_h_7 s2 _06F0CCEB-A950-4D9E-AE51-2D84CD6B5B40 _BF7E06CC-DB7D-46BF-956A-C5CA9977866C
PowerElectronicsConnection BatteryUnit trip_load_675_c_8 trip_load_675_c_8_Battery tlx_675_c_h_8 SoC _3EEF0F15-7157-45D6-B6E9-F94660771C95 _A98CB3D4-6786-41B7-AEC2-32FD67384CE3
PowerElectronicsConnection BatteryUnit trip_load_675_c_8 trip_load_675_c_8_Battery tlx_675_c_h_8 s1 _3EEF0F15-7157-45D6-B6E9-F94660771C95 _A98CB3D4-6786-41B7-AEC2-32FD67384CE3
PowerElectronicsConnection BatteryUnit trip_load_675_c_8 trip_load_675_c_8_Battery tlx_675_c_h_8 s2 _3EEF0F15-7157-45D6-B6E9-F94660771C95 _A98CB3D4-6786-41B7-AEC2-32FD67384CE3
PowerElectronicsConnection BatteryUnit trip_load_675_c_9 trip_load_675_c_9_Battery tlx_675_c_h_9 SoC _B4E3B86B-0BD4-4AF8-A41A-8A3FB6730DD4 _6C43F605-6329-4DB6-88AB-F333800DDAFC
PowerElectronicsConnection BatteryUnit trip_load_675_c_9 trip_load_675_c_9_Battery tlx_675_c_h_9 s1 _B4E3B86B-0BD4-4AF8-A41A-8A3FB6730DD4 _6C43F605-6329-4DB6-88AB-F333800DDAFC
PowerElectronicsConnection BatteryUnit trip_load_675_c_9 trip_load_675_c_9_Battery tlx_675_c_h_9 s2 _B4E3B86B-0BD4-4AF8-A41A-8A3FB6730DD4 _6C43F605-6329-4DB6-88AB-F333800DDAFC
PowerElectronicsConnection BatteryUnit trip_load_680_a_1 trip_load_680_a_1_Battery tlx_680_a_h_1 SoC _350161D2-3893-485A-B07F-556B70562838 _53E22F6D-4042-4D4A-89B2-2315CE6589D5
PowerElectronicsConnection BatteryUnit trip_load_680_a_1 trip_load_680_a_1_Battery tlx_680_a_h_1 s1 _350161D2-3893-485A-B07F-556B70562838 _53E22F6D-4042-4D4A-89B2-2315CE6589D5
PowerElectronicsConnection BatteryUnit trip_load_680_a_1 trip_load_680_a_1_Battery tlx_680_a_h_1 s2 _350161D2-3893-485A-B07F-556B70562838 _53E22F6D-4042-4D4A-89B2-2315CE6589D5
PowerElectronicsConnection BatteryUnit trip_load_680_a_10 trip_load_680_a_10_Battery tlx_680_a_h_10 SoC _A32A7551-1085-459E-A9AA-188D80DCE23A _77A8EDBC-C7CD-41A1-AD5A-A9FBFB0515D8
PowerElectronicsConnection BatteryUnit trip_load_680_a_10 trip_load_680_a_10_Battery tlx_680_a_h_10 s1 _A32A7551-1085-459E-A9AA-188D80DCE23A _77A8EDBC-C7CD-41A1-AD5A-A9FBFB0515D8
PowerElectronicsConnection BatteryUnit trip_load_680_a_10 trip_load_680_a_10_Battery tlx_680_a_h_10 s2 _A32A7551-1085-459E-A9AA-188D80DCE23A _77A8EDBC-C7CD-41A1-AD5A-A9FBFB0515D8
PowerElectronicsConnection BatteryUnit trip_load_680_a_11 trip_load_680_a_11_Battery tlx_680_a_h_11 SoC _03B71BB3-CA98-4AD2-A453-EA90ADC28284 _8370864F-C6AD-4681-B207-FBE24F12008D
PowerElectronicsConnection BatteryUnit trip_load_680_a_11 trip_load_680_a_11_Battery tlx_680_a_h_11 s1 _03B71BB3-CA98-4AD2-A453-EA90ADC28284 _8370864F-C6AD-4681-B207-FBE24F12008D
PowerElectronicsConnection BatteryUnit trip_load_680_a_11 trip_load_680_a_11_Battery tlx_680_a_h_11 s2 _03B71BB3-CA98-4AD2-A453-EA90ADC28284 _8370864F-C6AD-4681-B207-FBE24F12008D
PowerElectronicsConnection BatteryUnit trip_load_680_a_12 trip_load_680_a_12_Battery tlx_680_a_h_12 SoC _4A22CC4C-26DE-4CE0-8BDE-D0B023799020 _171ED53B-B6A8-4DF8-95D6-76D741CD4C1B
PowerElectronicsConnection BatteryUnit trip_load_680_a_12 trip_load_680_a_12_Battery tlx_680_a_h_12 s1 _4A22CC4C-26DE-4CE0-8BDE-D0B023799020 _171ED53B-B6A8-4DF8-95D6-76D741CD4C1B
PowerElectronicsConnection BatteryUnit trip_load_680_a_12 trip_load_680_a_12_Battery tlx_680_a_h_12 s2 _4A22CC4C-26DE-4CE0-8BDE-D0B023799020 _171ED53B-B6A8-4DF8-95D6-76D741CD4C1B
PowerElectronicsConnection BatteryUnit trip_load_680_a_13 trip_load_680_a_13_Battery tlx_680_a_h_13 SoC _B85F69CD-35E7-4DF7-9FD9-A6DFBD7B5A8E _26FC1C00-5CCD-4921-871C-9CFAEBE73DB8
PowerElectronicsConnection BatteryUnit trip_load_680_a_13 trip_load_680_a_13_Battery tlx_680_a_h_13 s1 _B85F69CD-35E7-4DF7-9FD9-A6DFBD7B5A8E _26FC1C00-5CCD-4921-871C-9CFAEBE73DB8
PowerElectronicsConnection BatteryUnit trip_load_680_a_13 trip_load_680_a_13_Battery tlx_680_a_h_13 s2 _B85F69CD-35E7-4DF7-9FD9-A6DFBD7B5A8E _26FC1C00-5CCD-4921-871C-9CFAEBE73DB8
PowerElectronicsConnection BatteryUnit trip_load_680_a_14 trip_load_680_a_14_Battery tlx_680_a_h_14 SoC _D66D0C16-4E94-4BD1-8622-6E958C974EC3 _1427E275-CD9C-43C9-BCF0-04B50BE540AC
PowerElectronicsConnection BatteryUnit trip_load_680_a_14 trip_load_680_a_14_Battery tlx_680_a_h_14 s1 _D66D0C16-4E94-4BD1-8622-6E958C974EC3 _1427E275-CD9C-43C9-BCF0-04B50BE540AC
PowerElectronicsConnection BatteryUnit trip_load_680_a_14 trip_load_680_a_14_Battery tlx_680_a_h_14 s2 _D66D0C16-4E94-4BD1-8622-6E958C974EC3 _1427E275-CD9C-43C9-BCF0-04B50BE540AC
PowerElectronicsConnection BatteryUnit trip_load_680_a_15 trip_load_680_a_15_Battery tlx_680_a_h_15 SoC _AD8AB68D-CBA7-497A-8708-5961970C242F _71327592-E8F0-4A0A-AE19-54A467A2BCBB
PowerElectronicsConnection BatteryUnit trip_load_680_a_15 trip_load_680_a_15_Battery tlx_680_a_h_15 s1 _AD8AB68D-CBA7-497A-8708-5961970C242F _71327592-E8F0-4A0A-AE19-54A467A2BCBB
PowerElectronicsConnection BatteryUnit trip_load_680_a_15 trip_load_680_a_15_Battery tlx_680_a_h_15 s2 _AD8AB68D-CBA7-497A-8708-5961970C242F _71327592-E8F0-4A0A-AE19-54A467A2BCBB
PowerElectronicsConnection BatteryUnit trip_load_680_a_16 trip_load_680_a_16_Battery tlx_680_a_h_16 SoC _DCF44189-4A5C-44CE-82B4-6EFADE2FBD29 _F16B3028-33A3-40AB-98EB-D9A54B28E4E6
PowerElectronicsConnection BatteryUnit trip_load_680_a_16 trip_load_680_a_16_Battery tlx_680_a_h_16 s1 _DCF44189-4A5C-44CE-82B4-6EFADE2FBD29 _F16B3028-33A3-40AB-98EB-D9A54B28E4E6
PowerElectronicsConnection BatteryUnit trip_load_680_a_16 trip_load_680_a_16_Battery tlx_680_a_h_16 s2 _DCF44189-4A5C-44CE-82B4-6EFADE2FBD29 _F16B3028-33A3-40AB-98EB-D9A54B28E4E6
PowerElectronicsConnection BatteryUnit trip_load_680_a_17 trip_load_680_a_17_Battery tlx_680_a_h_17 SoC _5F573FCB-DF6D-4791-B926-7E4B0350DFDE _58613BB1-0977-49F5-9B10-33910D03CB68
PowerElectronicsConnection BatteryUnit trip_load_680_a_17 trip_load_680_a_17_Battery tlx_680_a_h_17 s1 _5F573FCB-DF6D-4791-B926-7E4B0350DFDE _58613BB1-0977-49F5-9B10-33910D03CB68
PowerElectronicsConnection BatteryUnit trip_load_680_a_17 trip_load_680_a_17_Battery tlx_680_a_h_17 s2 _5F573FCB-DF6D-4791-B926-7E4B0350DFDE _58613BB1-0977-49F5-9B10-33910D03CB68
PowerElectronicsConnection BatteryUnit trip_load_680_a_18 trip_load_680_a_18_Battery tlx_680_a_h_18 SoC _242C8DF3-BCAD-427A-BAA4-07DC12BF1D54 _52EF6990-1E4C-4ACE-B5B2-74D14CBCA85A
PowerElectronicsConnection BatteryUnit trip_load_680_a_18 trip_load_680_a_18_Battery tlx_680_a_h_18 s1 _242C8DF3-BCAD-427A-BAA4-07DC12BF1D54 _52EF6990-1E4C-4ACE-B5B2-74D14CBCA85A
PowerElectronicsConnection BatteryUnit trip_load_680_a_18 trip_load_680_a_18_Battery tlx_680_a_h_18 s2 _242C8DF3-BCAD-427A-BAA4-07DC12BF1D54 _52EF6990-1E4C-4ACE-B5B2-74D14CBCA85A
PowerElectronicsConnection BatteryUnit trip_load_680_a_19 trip_load_680_a_19_Battery tlx_680_a_h_19 SoC _1203BC6F-C39F-4E34-B08F-0F1D1425C2EC _50E9D446-9771-4F95-8CD3-F88EF0279F90
PowerElectronicsConnection BatteryUnit trip_load_680_a_19 trip_load_680_a_19_Battery tlx_680_a_h_19 s1 _1203BC6F-C39F-4E34-B08F-0F1D1425C2EC _50E9D446-9771-4F95-8CD3-F88EF0279F90
PowerElectronicsConnection BatteryUnit trip_load_680_a_19 trip_load_680_a_19_Battery tlx_680_a_h_19 s2 _1203BC6F-C39F-4E34-B08F-0F1D1425C2EC _50E9D446-9771-4F95-8CD3-F88EF0279F90
PowerElectronicsConnection BatteryUnit trip_load_680_a_2 trip_load_680_a_2_Battery tlx_680_a_h_2 SoC _94C8ED6B-EE09-4064-BBEC-9710C5510089 _5F07D3BA-9B15-4729-8E71-56987C56ACBD
PowerElectronicsConnection BatteryUnit trip_load_680_a_2 trip_load_680_a_2_Battery tlx_680_a_h_2 s1 _94C8ED6B-EE09-4064-BBEC-9710C5510089 _5F07D3BA-9B15-4729-8E71-56987C56ACBD
PowerElectronicsConnection BatteryUnit trip_load_680_a_2 trip_load_680_a_2_Battery tlx_680_a_h_2 s2 _94C8ED6B-EE09-4064-BBEC-9710C5510089 _5F07D3BA-9B15-4729-8E71-56987C56ACBD
PowerElectronicsConnection BatteryUnit trip_load_680_a_20 trip_load_680_a_20_Battery tlx_680_a_h_20 SoC _6FECAE79-4037-41AB-8B7D-58A9C8E7E062 _3327D0AA-D529-4DAB-856C-613BD4C9776C
PowerElectronicsConnection BatteryUnit trip_load_680_a_20 trip_load_680_a_20_Battery tlx_680_a_h_20 s1 _6FECAE79-4037-41AB-8B7D-58A9C8E7E062 _3327D0AA-D529-4DAB-856C-613BD4C9776C
PowerElectronicsConnection BatteryUnit trip_load_680_a_20 trip_load_680_a_20_Battery tlx_680_a_h_20 s2 _6FECAE79-4037-41AB-8B7D-58A9C8E7E062 _3327D0AA-D529-4DAB-856C-613BD4C9776C
PowerElectronicsConnection BatteryUnit trip_load_680_a_21 trip_load_680_a_21_Battery tlx_680_a_h_21 SoC _E335E230-56FC-4CFE-9FD9-93400F20D916 _7C197E68-8C2D-4FEA-A97F-92810C557D76
PowerElectronicsConnection BatteryUnit trip_load_680_a_21 trip_load_680_a_21_Battery tlx_680_a_h_21 s1 _E335E230-56FC-4CFE-9FD9-93400F20D916 _7C197E68-8C2D-4FEA-A97F-92810C557D76
PowerElectronicsConnection BatteryUnit trip_load_680_a_21 trip_load_680_a_21_Battery tlx_680_a_h_21 s2 _E335E230-56FC-4CFE-9FD9-93400F20D916 _7C197E68-8C2D-4FEA-A97F-92810C557D76
