Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_692_A_H_39, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_40, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_B_XFMR_692_B_1, 0.00567021,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567021,   178.45, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_1, 1.45993E-6,    -1.55, 1.47296E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.46, 5.47588E-12,   175.24, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00, 5.62491E-12,  -165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_2, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 5.62491E-12,    14.04, 1.15043E-11,  -161.57,          0,     0.00,          0,     0.00, 5.91172E-12,  -157.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_3, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 5.62491E-12,    14.04, 1.15043E-11,  -161.57,          0,     0.00,          0,     0.00, 5.91172E-12,  -157.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_4, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 5.62491E-12,    14.04, 1.15043E-11,  -161.57,          0,     0.00,          0,     0.00, 5.91172E-12,  -157.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_5, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 5.62491E-12,    14.04, 1.15043E-11,  -161.57,          0,     0.00,          0,     0.00, 5.91172E-12,  -157.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_6, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 5.62491E-12,    14.04, 1.15043E-11,  -161.57,          0,     0.00,          0,     0.00, 5.91172E-12,  -157.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_7, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 5.62491E-12,    14.04, 1.15043E-11,  -161.57,          0,     0.00,          0,     0.00, 5.91172E-12,  -157.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_8, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 5.62491E-12,    14.04, 1.15043E-11,  -161.57,          0,     0.00,          0,     0.00, 5.91172E-12,  -157.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_B_XFMR_692_B_2, 0.00567021,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567021,   178.45, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_9, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.44, 9.09495E-13,   -90.00, 3.63798E-12,     0.00,          0,     0.00,          0,     0.00, 3.74994E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_10, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30197E-8,   178.44, 6.31755E-12,    30.26, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_11, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30197E-8,   178.44, 6.31755E-12,    30.26, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_12, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30197E-8,   178.44, 6.31755E-12,    30.26, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_13, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30197E-8,   178.44, 6.31755E-12,    30.26, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_14, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30197E-8,   178.44, 6.31755E-12,    30.26, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_15, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30197E-8,   178.44, 6.31755E-12,    30.26, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_16, 1.45993E-6,    -1.55, 1.47295E-6,   178.45,          0,     0.00,          0,     0.00, 1.30197E-8,   178.44, 6.31755E-12,    30.26, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00, 1.87497E-12,   -14.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_B_XFMR_692_B_3, 0.00567021,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567021,   178.45, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_17, 1.45993E-6,    -1.55, 1.47296E-6,   178.45,          0,     0.00,          0,     0.00,  1.3027E-8,   178.44, 2.72848E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00, 2.72848E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_18, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_19, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_20, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_21, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_22, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_23, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_24, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_B_XFMR_692_B_4, 0.00567021,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567021,   178.45, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_25, 1.45993E-6,    -1.55, 1.47296E-6,   178.45,          0,     0.00,          0,     0.00,  1.3027E-8,   178.44, 2.72848E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00, 2.72848E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_26, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_27, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_28, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_29, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_30, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_31, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_32, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_B_XFMR_692_B_5, 0.00567021,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567021,   178.45, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569159,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_33, 1.45993E-6,    -1.55, 1.47296E-6,   178.45,          0,     0.00,          0,     0.00,  1.3027E-8,   178.44, 2.72848E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00, 2.72848E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_34, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_35, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_36, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_37, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_38, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_39, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_B_H_40, 1.45992E-6,    -1.55, 1.47294E-6,   178.45,          0,     0.00,          0,     0.00, 1.30179E-8,   178.44, 7.77073E-12,    20.56, 1.10645E-11,  -170.54,          0,     0.00,          0,     0.00, 3.74994E-12,   165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_C_XFMR_692_C_1, 0.00570328,    58.29,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570328,    58.29, 0.00572479,  -121.71,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572479,  -121.71,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
